,HHID,PN,V207
6541,047515,020,2.0
6542,047533,020,0.0
6543,047533,030,1.0
6544,047535,010,0.0
6545,047535,020,1.0
6546,047555,020,2.0
6547,047555,030,1.0
6548,047560,020,1.0
6549,047560,030,2.0
6550,047565,010,0.0
6551,047573,010,3.0
6552,047573,020,1.0
6553,047575,010,3.0
6554,047575,040,3.0
6555,047578,010,2.0
6556,047578,020,1.0
6557,047579,020,2.0
6558,047579,030,3.0
6559,047582,010,0.0
6560,047582,020,1.0
6561,047583,010,2.0
6562,047583,020,2.0
6563,047591,010,2.0
6564,047592,020,2.0
6565,047592,030,2.0
6566,047596,010,2.0
6567,047596,040,3.0
6568,047597,010,0.0
6569,047597,020,1.0
6570,047602,010,1.0
6571,047602,020,1.0
6572,047604,020,3.0
6573,047604,030,2.0
6574,047610,010,0.0
6575,047610,040,3.0
6576,047619,010,2.0
6577,047619,040,1.0
6578,047626,010,1.0
6579,047630,010,1.0
6580,047636,010,3.0
6581,047654,020,2.0
6582,047654,030,2.0
6583,047660,010,1.0
6584,047660,020,0.0
6585,047664,010,0.0
6586,047664,020,0.0
6587,047672,010,1.0
6588,047672,040,0.0
6589,047675,030,0.0
6590,047675,040,1.0
6591,047679,020,1.0
6592,047679,030,1.0
6593,047680,010,2.0
6594,047680,020,0.0
6595,047683,020,0.0
6596,047683,030,2.0
6597,047696,010,1.0
6598,047696,040,3.0
6599,047697,010,2.0
6600,047697,020,0.0
6601,047699,010,2.0
6602,047699,040,3.0
6603,047704,010,3.0
6604,047704,020,3.0
6605,047707,010,2.0
6606,047707,020,0.0
6607,047709,020,2.0
6608,047709,030,2.0
6609,047711,010,1.0
6610,047711,020,1.0
6611,047718,010,1.0
6612,047718,020,1.0
6613,047720,020,2.0
6614,047720,030,3.0
6615,047724,010,1.0
6616,047724,040,3.0
6617,047726,020,1.0
6618,047726,030,3.0
6619,047737,010,3.0
6620,047751,010,2.0
6621,047764,010,1.0
6622,047764,020,0.0
6623,047787,010,0.0
6624,047789,010,3.0
6625,047821,010,3.0
6626,047821,040,3.0
6627,047822,010,1.0
6628,047822,040,2.0
6629,047831,010,1.0
6630,047831,040,1.0
6631,047848,010,1.0
6632,047848,040,1.0
6633,047855,010,3.0
6634,047855,020,1.0
6635,047902,010,2.0
6636,047902,020,3.0
6637,047908,010,1.0
6638,047908,040,0.0
6639,047909,010,1.0
6640,047910,010,0.0
6641,047926,010,2.0
6642,047926,020,3.0
6643,047945,010,3.0
6644,047992,010,2.0
6645,047998,010,0.0
6646,048013,020,1.0
6647,048013,030,1.0
6648,048017,020,1.0
6649,048017,030,3.0
6650,048018,010,3.0
6651,048018,020,2.0
6652,048068,010,1.0
6653,048068,020,1.0
6654,048088,010,3.0
6655,048088,020,3.0
6656,048091,010,2.0
6657,048091,020,3.0
6658,048103,010,1.0
6659,048111,010,0.0
6660,048111,040,0.0
6661,048114,010,1.0
6662,048114,040,2.0
6663,048124,010,1.0
6664,048124,020,1.0
6665,048131,010,0.0
6666,048131,040,1.0
6667,048135,010,0.0
6668,048139,010,1.0
6669,048149,010,1.0
6670,048166,010,2.0
6671,048166,020,3.0
6672,048174,010,3.0
6673,048174,020,3.0
6674,048228,010,0.0
6675,048228,020,1.0
6676,048239,010,0.0
6677,048239,040,1.0
6678,048248,010,1.0
6679,048248,020,1.0
6680,048250,010,1.0
6681,048250,020,1.0
6682,048254,010,1.0
6683,048254,020,0.0
6684,048255,010,3.0
6685,048255,020,0.0
6686,048257,010,0.0
6687,048275,020,0.0
6688,048275,030,0.0
6689,048276,010,1.0
6690,048282,010,0.0
6691,048314,020,2.0
6692,048314,030,3.0
6693,048327,010,0.0
6694,048327,020,0.0
6695,048328,010,3.0
6696,048328,020,3.0
6697,048333,010,1.0
6698,048356,020,2.0
6699,048356,030,3.0
6700,048360,010,0.0
6701,048398,010,1.0
6702,048398,020,2.0
6703,048401,020,2.0
6704,048401,030,1.0
6705,048404,040,1.0
6706,048405,020,3.0
6707,048405,030,2.0
6708,048406,020,1.0
6709,048406,030,3.0
6710,048410,010,1.0
6711,048410,040,2.0
6712,048414,010,3.0
6713,048426,010,0.0
6714,048430,010,1.0
6715,048430,040,0.0
6716,048440,010,1.0
6717,048440,040,1.0
6718,048446,010,3.0
6719,048449,020,1.0
6720,048449,030,1.0
6721,048455,010,0.0
6722,048455,040,1.0
6723,048461,010,0.0
6724,048471,010,3.0
6725,048471,020,2.0
6726,048474,010,2.0
6727,048474,040,3.0
6728,048475,020,3.0
6729,048475,030,3.0
6730,048479,010,1.0
6731,048479,020,1.0
6732,048480,010,0.0
6733,048480,020,1.0
6734,048482,010,1.0
6735,048482,020,1.0
6736,048483,010,1.0
6737,048483,020,1.0
6738,048491,010,1.0
6739,048491,020,0.0
6740,048504,010,2.0
6741,048504,020,1.0
6742,048505,010,1.0
6743,048506,010,1.0
6744,048507,010,0.0
6745,048507,020,0.0
6746,048508,010,0.0
6747,048524,020,0.0
6748,048524,030,1.0
6749,048528,010,1.0
6750,048528,020,1.0
6751,048531,020,0.0
6752,048531,030,0.0
6753,048534,010,0.0
6754,048534,020,1.0
6755,048535,010,1.0
6756,048535,020,0.0
6757,048544,010,0.0
6758,048545,010,1.0
6759,048551,010,2.0
6760,048556,010,0.0
6761,048568,010,2.0
6762,048568,020,2.0
6763,048585,020,0.0
6764,048585,030,0.0
6765,048595,010,0.0
6766,048595,020,2.0
6767,048596,020,0.0
6768,048596,030,1.0
6769,048604,010,1.0
6770,048604,020,1.0
6771,048605,020,2.0
6772,048605,030,1.0
6773,048607,020,1.0
6774,048607,030,1.0
6775,048608,010,3.0
6776,048612,010,0.0
6777,048612,040,1.0
6778,048615,010,1.0
6779,048615,040,2.0
6780,048616,010,1.0
6781,048616,020,0.0
6782,048621,020,2.0
6783,048621,030,2.0
6784,048622,010,2.0
6785,048622,020,1.0
6786,048623,010,2.0
6787,048623,020,0.0
6788,048624,010,1.0
6789,048624,040,1.0
6790,048625,020,2.0
6791,048625,030,2.0
6792,048628,020,1.0
6793,048628,030,1.0
6794,048629,020,2.0
6795,048629,030,1.0
6796,048643,010,1.0
6797,048643,020,1.0
6798,048652,010,0.0
6799,048652,040,0.0
6800,048663,020,2.0
6801,048663,030,0.0
6802,048676,010,1.0
6803,048676,040,0.0
6804,048681,010,0.0
6805,048683,010,1.0
6806,048683,040,0.0
6807,048685,010,1.0
6808,048685,020,0.0
6809,048686,010,1.0
6810,048686,020,1.0
6811,048691,010,1.0
6812,048691,040,1.0
6813,048694,010,0.0
6814,048694,020,1.0
6815,048697,010,1.0
6816,048697,040,1.0
6817,048706,010,0.0
6818,048706,020,1.0
6819,048708,010,0.0
6820,048708,020,0.0
6821,048743,010,0.0
6822,048767,010,1.0
6823,048767,020,2.0
6824,048778,010,1.0
6825,048778,020,0.0
6826,048804,010,0.0
6827,048804,020,0.0
6828,048811,010,0.0
6829,048819,010,1.0
6830,048819,040,0.0
6831,048823,010,1.0
6832,048823,020,1.0
6833,048825,010,1.0
6834,048825,020,2.0
6835,048828,010,3.0
6836,048828,020,3.0
6837,048855,010,2.0
6838,048868,010,2.0
6839,048868,020,0.0
6840,048870,010,1.0
6841,048870,040,1.0
6842,048877,010,0.0
6843,048882,020,2.0
6844,048882,030,1.0
6845,048884,010,2.0
6846,048888,010,0.0
6847,048888,020,0.0
6848,048901,010,1.0
6849,048901,020,0.0
6850,048904,010,1.0
6851,048914,010,0.0
6852,048915,020,0.0
6853,048915,030,1.0
6854,048938,010,3.0
6855,048938,020,2.0
6856,048962,010,1.0
6857,048962,020,1.0
6858,048970,010,1.0
6859,048970,020,0.0
6860,048982,010,1.0
6861,048982,020,1.0
6862,048984,020,1.0
6863,048984,030,3.0
6864,048987,010,0.0
6865,048987,020,1.0
6866,048988,010,3.0
6867,048988,020,3.0
6868,048992,010,1.0
6869,048992,020,1.0
6870,048995,010,0.0
6871,048995,020,0.0
6872,048997,010,1.0
6873,048999,010,0.0
6874,049003,010,3.0
6875,049005,010,1.0
6876,049015,010,3.0
6877,049053,020,0.0
6878,049053,030,2.0
6879,049059,020,0.0
6880,049059,030,2.0
6881,049070,010,3.0
6882,049070,040,3.0
6883,049077,020,0.0
6884,049077,030,1.0
6885,049093,010,3.0
6886,049093,040,3.0
6887,049109,010,2.0
6888,049109,020,2.0
6889,049118,020,2.0
6890,049118,030,1.0
6891,049122,010,0.0
6892,049127,010,1.0
6893,049127,040,1.0
6894,049128,010,1.0
6895,049137,010,2.0
6896,049140,010,0.0
6897,049154,010,0.0
6898,049154,020,0.0
6899,049175,010,1.0
6900,049175,040,0.0
6901,049178,010,1.0
6902,049178,040,1.0
6903,049182,010,1.0
6904,049182,020,1.0
6905,049199,010,3.0
6906,049199,020,1.0
6907,049203,020,2.0
6908,049203,030,2.0
6909,049204,010,2.0
6910,049204,020,1.0
6911,049207,020,1.0
6912,049207,030,2.0
6913,049209,010,1.0
6914,049209,040,1.0
6915,049210,010,1.0
6916,049210,020,1.0
6917,049219,010,1.0
6918,049219,020,1.0
6919,049224,010,0.0
6920,049224,040,0.0
6921,049225,010,0.0
6922,049225,020,1.0
6923,049227,040,0.0
6924,049229,010,0.0
6925,049229,020,2.0
6926,049232,020,0.0
6927,049232,030,1.0
6928,049233,020,3.0
6929,049233,030,1.0
6930,049235,010,1.0
6931,049237,010,1.0
6932,049237,020,1.0
6933,049238,010,0.0
6934,049238,040,0.0
6935,049242,010,1.0
6936,049242,020,1.0
6937,049249,010,3.0
6938,049249,040,3.0
6939,049263,010,0.0
6940,049263,040,0.0
6941,049273,020,1.0
6942,049273,030,1.0
6943,049278,020,0.0
6944,049278,030,1.0
6945,049279,010,0.0
6946,049287,040,2.0
6947,049288,010,1.0
6948,049315,030,1.0
6949,049319,010,1.0
6950,049328,010,0.0
6951,049328,040,0.0
6952,049339,010,0.0
6953,049355,010,0.0
6954,049357,010,0.0
6955,049358,010,0.0
6956,049364,010,3.0
6957,049376,010,0.0
6958,049377,010,1.0
6959,049377,020,1.0
6960,049378,010,1.0
6961,049378,020,1.0
6962,049383,020,1.0
6963,049383,030,1.0
6964,049384,010,1.0
6965,049385,010,3.0
6966,049393,010,1.0
6967,049393,020,1.0
6968,049396,010,1.0
6969,049425,010,1.0
6970,049426,010,0.0
6971,049427,010,1.0
6972,049429,010,1.0
6973,049429,040,1.0
6974,049442,010,0.0
6975,049442,020,0.0
6976,049448,010,2.0
6977,049448,020,1.0
6978,049455,010,1.0
6979,049455,020,1.0
6980,049467,010,0.0
6981,049470,010,1.0
6982,049470,020,0.0
6983,049475,010,0.0
6984,049475,020,0.0
6985,049489,010,1.0
6986,049489,020,1.0
6987,049498,020,2.0
6988,049498,030,3.0
6989,049504,010,3.0
6990,049504,020,3.0
6991,049511,010,0.0
6992,049511,020,1.0
6993,049512,010,2.0
6994,049512,040,3.0
6995,049513,010,1.0
6996,049513,040,0.0
6997,049516,010,2.0
6998,049516,040,2.0
6999,049528,010,3.0
7000,049528,020,1.0
7001,049531,010,2.0
7002,049531,020,2.0
7003,049542,010,1.0
7004,049542,040,1.0
7005,049548,010,2.0
7006,049548,040,1.0
7007,049554,010,1.0
7008,049554,020,0.0
7009,049608,010,0.0
7010,049608,040,0.0
7011,049609,020,0.0
7012,049609,030,1.0
7013,049635,010,2.0
7014,049635,040,0.0
7015,049645,010,1.0
7016,049648,010,1.0
7017,049661,010,2.0
7018,049667,010,3.0
7019,049689,010,0.0
7020,049689,040,2.0
7021,049694,020,1.0
7022,049697,010,3.0
7023,049697,020,1.0
7024,049701,020,1.0
7025,049701,030,3.0
7026,049702,020,2.0
7027,049712,010,1.0
7028,049712,020,2.0
7029,049713,010,1.0
7030,049713,040,2.0
7031,049722,010,3.0
7032,049722,020,2.0
7033,049724,020,1.0
7034,049724,030,2.0
7035,049729,010,3.0
7036,049742,010,3.0
7037,049742,020,1.0
7038,049747,030,2.0
7039,049753,010,2.0
7040,049766,020,0.0
7041,049766,030,1.0
7042,049779,010,2.0
7043,049799,010,1.0
7044,049799,040,0.0
7045,049800,020,0.0
7046,049800,030,0.0
7047,049801,010,1.0
7048,049801,020,0.0
7049,050117,010,1.0
7050,050117,020,3.0
7051,050125,010,0.0
7052,050125,020,1.0
7053,050132,020,1.0
7054,050132,030,1.0
7055,050138,020,1.0
7056,050138,030,1.0
7057,050143,010,2.0
7058,050143,020,2.0
7059,050145,010,3.0
7060,050145,020,1.0
7061,050146,010,0.0
7062,050152,020,1.0
7063,050152,030,1.0
7064,050156,010,2.0
7065,050158,010,1.0
7066,050158,020,0.0
7067,050169,010,1.0
7068,050169,040,1.0
7069,050173,010,1.0
7070,050173,040,1.0
7071,050176,010,3.0
7072,050176,040,3.0
7073,050180,010,2.0
7074,050180,020,1.0
7075,050181,010,2.0
7076,050181,020,2.0
7077,050182,010,2.0
7078,050182,020,2.0
7079,050185,010,0.0
7080,050185,040,1.0
7081,050192,010,3.0
7082,050192,020,1.0
7083,050195,030,3.0
7084,050201,010,1.0
7085,050201,040,1.0
7086,050203,010,2.0
7087,050203,020,1.0
7088,050214,010,1.0
7089,050216,010,1.0
7090,050216,020,1.0
7091,050223,010,0.0
7092,050223,020,1.0
7093,050229,020,1.0
7094,050229,030,1.0
7095,050232,010,1.0
7096,050232,020,1.0
7097,050233,010,1.0
7098,050233,020,0.0
7099,050235,020,1.0
7100,050235,030,2.0
7101,050237,010,1.0
7102,050237,040,1.0
7103,050239,010,0.0
7104,050239,020,0.0
7105,050243,010,0.0
7106,050243,020,0.0
7107,050257,010,1.0
7108,050258,020,1.0
7109,050258,030,2.0
7110,050259,010,1.0
7111,050259,020,1.0
7112,050272,010,1.0
7113,050272,040,1.0
7114,050283,020,0.0
7115,050283,030,2.0
7116,050287,010,0.0
7117,050303,010,1.0
7118,050303,020,1.0
7119,050307,010,0.0
7120,050321,010,0.0
7121,050326,020,1.0
7122,050326,030,1.0
7123,050342,010,3.0
7124,050342,020,2.0
7125,050358,010,0.0
7126,050358,040,1.0
7127,050362,010,1.0
7128,050364,010,2.0
7129,050364,040,1.0
7130,050365,030,0.0
7131,050368,010,1.0
7132,050368,020,1.0
7133,050375,010,1.0
7134,050375,020,1.0
7135,050376,010,3.0
7136,050376,040,0.0
7137,050377,010,2.0
7138,050377,040,1.0
7139,050380,020,1.0
7140,050380,030,0.0
7141,050382,010,1.0
7142,050383,010,1.0
7143,050384,010,0.0
7144,050384,040,1.0
7145,050385,010,1.0
7146,050385,020,2.0
7147,050389,010,2.0
7148,050392,010,0.0
7149,050392,040,0.0
7150,050403,010,1.0
7151,050403,020,1.0
7152,050412,010,1.0
7153,050412,020,1.0
7154,050419,020,1.0
7155,050419,030,3.0
7156,050428,010,0.0
7157,050428,020,0.0
7158,050432,010,1.0
7159,050432,040,1.0
7160,050437,020,2.0
7161,050437,030,2.0
7162,050452,010,1.0
7163,050452,020,1.0
7164,050456,010,2.0
7165,050456,040,1.0
7166,050461,020,2.0
7167,050461,030,3.0
7168,050473,010,1.0
7169,050473,020,1.0
7170,050483,010,1.0
7171,050483,020,1.0
7172,050488,010,0.0
7173,050488,020,2.0
7174,050517,010,2.0
7175,050517,040,0.0
7176,050520,010,2.0
7177,050520,040,0.0
7178,050523,010,0.0
7179,050528,020,1.0
7180,050528,030,1.0
7181,050530,020,2.0
7182,050530,030,1.0
7183,050546,010,1.0
7184,050546,020,1.0
7185,050560,010,1.0
7186,050560,020,1.0
7187,050571,010,1.0
7188,050572,020,1.0
7189,050572,030,1.0
7190,050576,010,1.0
7191,050576,020,0.0
7192,050583,020,2.0
7193,050583,030,1.0
7194,050585,020,1.0
7195,050585,030,0.0
7196,050587,010,1.0
7197,050587,020,3.0
7198,050591,010,2.0
7199,050591,020,1.0
7200,050594,010,1.0
7201,050594,020,2.0
7202,050596,020,1.0
7203,050596,030,2.0
7204,050598,010,1.0
7205,050598,040,1.0
7206,050600,010,3.0
7207,050600,020,1.0
7208,050601,010,1.0
7209,050601,040,1.0
7210,050606,010,1.0
7211,050606,040,1.0
7212,050622,020,2.0
7213,050622,030,2.0
7214,050631,020,1.0
7215,050631,030,1.0
7216,050635,010,0.0
7217,050635,020,2.0
7218,050642,010,0.0
7219,050644,010,1.0
7220,050665,010,0.0
7221,050665,020,0.0
7222,050694,010,1.0
7223,050700,010,1.0
7224,050705,010,3.0
7225,050705,040,3.0
7226,050708,010,1.0
7227,050708,040,0.0
7228,050709,010,3.0
7229,050709,040,0.0
7230,050714,010,2.0
7231,050714,020,1.0
7232,050716,010,3.0
7233,050716,020,3.0
7234,050720,010,3.0
7235,050720,040,1.0
7236,050724,020,1.0
7237,050724,030,2.0
7238,050726,010,1.0
7239,050726,020,1.0
7240,050733,010,1.0
7241,050733,040,3.0
7242,050746,010,1.0
7243,050746,020,2.0
7244,050753,020,3.0
7245,050753,030,0.0
7246,050754,010,0.0
7247,050763,010,0.0
7248,050763,020,0.0
7249,050766,010,3.0
7250,050766,040,3.0
7251,050772,010,1.0
7252,050772,020,2.0
7253,050778,020,1.0
7254,050778,030,2.0
7255,050783,010,1.0
7256,050783,040,1.0
7257,050784,010,1.0
7258,050784,020,2.0
7259,050786,010,1.0
7260,050786,040,1.0
7261,050788,010,3.0
7262,050788,020,2.0
7263,050802,010,1.0
7264,050802,040,0.0
7265,050803,010,0.0
7266,050807,010,1.0
7267,050815,010,1.0
7268,050815,020,0.0
7269,050822,010,1.0
7270,050822,040,0.0
7271,050823,010,0.0
7272,050823,040,1.0
7273,050825,010,2.0
7274,050825,040,1.0
7275,050834,020,1.0
7276,050834,030,0.0
7277,050840,010,0.0
7278,050840,040,1.0
7279,050842,010,1.0
7280,050842,020,0.0
7281,050852,010,1.0
7282,050852,020,1.0
7283,050853,010,1.0
7284,050853,020,1.0
7285,050857,010,3.0
7286,050857,040,2.0
7287,050861,020,3.0
7288,050861,030,3.0
7289,050863,010,0.0
7290,050863,020,0.0
7291,050867,010,1.0
7292,050867,020,2.0
7293,050869,020,0.0
7294,050869,030,1.0
7295,050873,010,1.0
7296,050883,010,1.0
7297,050883,020,1.0
7298,050884,020,3.0
7299,050884,030,3.0
7300,050885,010,3.0
7301,050885,040,3.0
7302,050890,010,1.0
7303,050890,020,0.0
7304,050894,010,3.0
7305,050894,020,3.0
7306,050895,010,3.0
7307,050895,040,3.0
7308,050903,010,3.0
7309,050906,010,2.0
7310,050907,020,2.0
7311,050907,030,3.0
7312,050911,010,1.0
7313,050911,040,1.0
7314,050915,020,0.0
7315,050915,030,0.0
7316,050923,010,3.0
7317,050925,010,2.0
7318,050925,020,1.0
7319,050930,010,3.0
7320,050936,010,1.0
7321,050937,010,0.0
7322,050945,010,0.0
7323,050945,040,0.0
7324,050962,010,0.0
7325,050962,020,1.0
7326,050972,010,3.0
7327,050972,040,2.0
7328,050974,010,3.0
7329,050974,020,1.0
7330,050992,010,2.0
7331,050993,010,2.0
7332,050993,040,1.0
7333,050997,010,3.0
7334,050997,020,3.0
7335,051003,010,2.0
7336,051003,040,2.0
7337,051004,010,2.0
7338,051004,040,3.0
7339,051012,010,1.0
7340,051012,020,0.0
7341,051018,010,0.0
7342,051029,010,0.0
7343,051033,010,3.0
7344,051038,010,2.0
7345,051044,010,0.0
7346,051044,040,
7347,051055,010,0.0
7348,051062,010,1.0
7349,051062,040,0.0
7350,051065,010,0.0
7351,051069,010,0.0
7352,051075,010,0.0
7353,051077,010,0.0
7354,051084,010,3.0
7355,051084,020,0.0
7356,051098,020,0.0
7357,051098,030,0.0
7358,051106,010,0.0
7359,051106,020,0.0
7360,051108,010,0.0
7361,051108,040,1.0
7362,051111,010,0.0
7363,051111,020,1.0
7364,051169,010,1.0
7365,051169,020,1.0
7366,051174,020,0.0
7367,051174,030,0.0
7368,051181,010,1.0
7369,051184,010,3.0
7370,051184,020,3.0
7371,051185,010,2.0
7372,051188,010,2.0
7373,051188,020,2.0
7374,051203,010,1.0
7375,051203,040,2.0
7376,051217,010,1.0
7377,051217,040,0.0
7378,051220,010,2.0
7379,051220,020,1.0
7380,051221,010,0.0
7381,051225,010,0.0
7382,051225,040,0.0
7383,051228,010,2.0
7384,051228,020,1.0
7385,051244,010,1.0
7386,051244,020,2.0
7387,051248,020,0.0
7388,051248,030,0.0
7389,051251,010,1.0
7390,051251,040,1.0
7391,051259,010,0.0
7392,051270,010,0.0
7393,051273,010,1.0
7394,051274,010,2.0
7395,051274,020,1.0
7396,051298,010,1.0
7397,051302,010,0.0
7398,051306,010,1.0
7399,051306,020,3.0
7400,051308,020,0.0
7401,051308,030,3.0
7402,051315,010,1.0
7403,051318,020,1.0
7404,051318,030,3.0
7405,051320,010,1.0
7406,051320,020,1.0
7407,051345,020,1.0
7408,051345,030,0.0
7409,051348,020,0.0
7410,051348,030,0.0
7411,051356,020,0.0
7412,051356,030,0.0
7413,051373,010,0.0
7414,051378,010,0.0
7415,051381,010,1.0
7416,051385,010,
7417,051387,010,0.0
7418,051387,020,1.0
7419,051405,010,2.0
7420,051405,020,2.0
7421,051406,010,3.0
7422,051406,040,3.0
7423,051411,010,3.0
7424,051417,020,3.0
7425,051417,030,3.0
7426,051422,010,3.0
7427,051423,010,2.0
7428,051456,020,2.0
7429,051456,030,3.0
7430,051462,010,1.0
7431,051462,020,1.0
7432,051466,010,3.0
7433,051466,020,3.0
7434,051467,010,0.0
7435,051467,020,0.0
7436,051468,010,3.0
7437,051468,040,1.0
7438,051470,010,1.0
7439,051476,020,3.0
7440,051476,030,1.0
7441,051478,010,1.0
7442,051479,010,3.0
7443,051479,020,3.0
7444,051489,020,1.0
7445,051489,030,1.0
7446,051500,020,1.0
7447,051500,030,1.0
7448,051506,010,1.0
7449,051507,010,3.0
7450,051507,020,2.0
7451,051510,010,2.0
7452,051514,010,3.0
7453,051515,010,2.0
7454,051518,010,0.0
7455,051522,020,1.0
7456,051522,030,1.0
7457,051534,010,1.0
7458,051534,020,0.0
7459,051538,010,1.0
7460,051538,020,2.0
7461,051542,010,0.0
7462,051542,020,1.0
7463,051547,030,0.0
7464,051549,010,0.0
7465,051549,040,0.0
7466,051550,010,0.0
7467,051550,020,0.0
7468,051554,030,2.0
7469,051558,010,1.0
7470,051558,040,0.0
7471,051564,020,0.0
7472,051564,030,1.0
7473,051577,010,0.0
7474,051577,020,0.0
7475,051589,010,0.0
7476,051589,020,0.0
7477,051596,010,2.0
7478,051596,020,1.0
7479,051615,010,1.0
7480,051615,040,1.0
7481,051639,020,1.0
7482,051639,030,0.0
7483,051640,010,1.0
7484,051640,020,2.0
7485,051655,010,0.0
7486,051658,010,0.0
7487,051658,020,0.0
7488,051680,010,0.0
7489,051680,020,0.0
7490,051695,020,1.0
7491,051695,030,1.0
7492,051698,010,0.0
7493,051725,010,3.0
7494,051725,020,1.0
7495,051735,010,0.0
7496,051740,020,3.0
7497,051740,030,1.0
7498,051752,010,1.0
7499,051752,040,0.0
7500,051765,010,1.0
7501,051765,020,1.0
7502,051788,010,0.0
7503,051788,040,0.0
7504,051795,010,0.0
7505,051795,020,0.0
7506,051815,010,3.0
7507,051824,010,1.0
7508,051824,040,0.0
7509,051835,010,1.0
7510,051835,020,1.0
7511,051855,010,1.0
7512,051855,040,
7513,051859,010,0.0
7514,051859,020,0.0
7515,051863,010,0.0
7516,051863,020,0.0
7517,051865,020,1.0
7518,051865,030,1.0
7519,051872,020,1.0
7520,051872,030,0.0
7521,051873,010,0.0
7522,051873,020,0.0
7523,051885,010,2.0
7524,051890,010,0.0
7525,051890,040,0.0
7526,051896,020,0.0
7527,051896,030,0.0
7528,051901,020,0.0
7529,051901,030,0.0
7530,051908,020,0.0
7531,051908,030,2.0
7532,051910,010,1.0
7533,051911,010,0.0
7534,051918,020,0.0
7535,051918,030,0.0
7536,051921,010,0.0
7537,051921,020,0.0
7538,051927,020,1.0
7539,051927,030,1.0
7540,051937,010,3.0
7541,051937,020,2.0
7542,051947,020,0.0
7543,051947,030,2.0
7544,051961,010,1.0
7545,051961,020,1.0
7546,051966,010,1.0
7547,051966,040,0.0
7548,051975,020,0.0
7549,051975,030,0.0
7550,051982,020,0.0
7551,051982,030,3.0
7552,051983,010,2.0
7553,051991,010,3.0
7554,051991,020,1.0
7555,052001,020,2.0
7556,052001,030,2.0
7557,052010,010,1.0
7558,052010,020,1.0
7559,052015,010,0.0
7560,052015,040,0.0
7561,052016,010,1.0
7562,052020,010,3.0
7563,052020,020,3.0
7564,052037,010,1.0
7565,052037,040,1.0
7566,052075,020,0.0
7567,052075,030,1.0
7568,052080,010,2.0
7569,052080,040,1.0
7570,052082,010,2.0
7571,052082,040,1.0
7572,052103,010,1.0
7573,052105,010,0.0
7574,052105,040,0.0
7575,052112,010,0.0
7576,052112,020,0.0
7577,052118,010,2.0
7578,052138,010,2.0
7579,052138,040,2.0
7580,052149,010,3.0
7581,052149,040,2.0
7582,052153,010,2.0
7583,052169,020,1.0
7584,052169,030,0.0
7585,052171,020,1.0
7586,052171,030,0.0
7587,052176,020,2.0
7588,052176,030,1.0
7589,052179,010,3.0
7590,052179,020,2.0
7591,052180,010,1.0
7592,052180,020,2.0
7593,052188,010,1.0
7594,052188,040,1.0
7595,052191,010,3.0
7596,052191,020,1.0
7597,052207,020,2.0
7598,052207,030,3.0
7599,052221,010,3.0
7600,052221,020,1.0
7601,052233,010,0.0
7602,052233,040,1.0
7603,052234,010,3.0
7604,052234,020,3.0
7605,052253,010,0.0
7606,052253,020,0.0
7607,052255,020,0.0
7608,052255,030,0.0
7609,052258,010,1.0
7610,052259,010,0.0
7611,052270,020,0.0
7612,052270,030,0.0
7613,052277,010,0.0
7614,052277,040,0.0
7615,052281,010,3.0
7616,052281,020,3.0
7617,052289,010,0.0
7618,052289,020,0.0
7619,052295,020,0.0
7620,052295,030,2.0
7621,052298,020,0.0
7622,052298,030,0.0
7623,052313,010,3.0
7624,052313,040,2.0
7625,052337,040,2.0
7626,052354,010,1.0
7627,052361,010,2.0
7628,052361,020,2.0
7629,052362,010,2.0
7630,052362,020,1.0
7631,052382,010,1.0
7632,052382,020,0.0
7633,052384,010,0.0
7634,052392,010,1.0
7635,052392,040,0.0
7636,052398,010,0.0
7637,052398,040,2.0
7638,052399,010,0.0
7639,052412,010,0.0
7640,052413,010,0.0
7641,052413,020,0.0
7642,052414,010,3.0
7643,052414,040,0.0
7644,052427,010,0.0
7645,052436,020,1.0
7646,052436,030,3.0
7647,052441,010,1.0
7648,052441,040,2.0
7649,052442,010,2.0
7650,052442,020,1.0
7651,052444,010,1.0
7652,052444,020,2.0
7653,052445,020,1.0
7654,052455,020,0.0
7655,052455,030,0.0
7656,052459,010,0.0
7657,052459,020,1.0
7658,052460,010,1.0
7659,052460,020,1.0
7660,052468,010,1.0
7661,052468,040,0.0
7662,052470,010,1.0
7663,052470,040,1.0
7664,052492,010,1.0
7665,052492,020,1.0
7666,052496,010,0.0
7667,052497,010,0.0
7668,052503,010,0.0
7669,052503,020,0.0
7670,052509,020,1.0
7671,052509,030,1.0
7672,052515,020,0.0
7673,052534,010,1.0
7674,052534,020,1.0
7675,052537,010,0.0
7676,052541,010,3.0
7677,052541,040,1.0
7678,052542,010,3.0
7679,052545,010,0.0
7680,052545,040,0.0
7681,052548,010,0.0
7682,052548,040,
7683,052562,010,1.0
7684,052562,020,1.0
7685,052568,020,1.0
7686,052568,030,1.0
7687,052572,010,2.0
7688,052572,040,0.0
7689,052573,010,1.0
7690,052573,020,1.0
7691,052583,010,0.0
7692,052583,020,0.0
7693,052610,010,2.0
7694,052610,020,1.0
7695,052611,010,0.0
7696,052611,040,0.0
7697,052612,010,1.0
7698,052632,010,1.0
7699,052632,040,1.0
7700,052645,010,1.0
7701,052645,040,2.0
7702,052647,020,1.0
7703,052647,030,1.0
7704,052666,010,1.0
7705,052672,010,0.0
7706,052676,010,0.0
